# merged; npoints=32363523859 degenerate=7740416 ambig=0
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,none
1071,8920833,2722835,774149,215762,58832,15909,4298,1178,346,90,27,13,2,2,0,0,0
1072,8920414,2722168,773892,215275,58699,15871,4258,1133,329,88,26,10,1,1,0,0,0
1073,8916171,2721618,775057,215994,59181,16078,4330,1165,326,92,23,9,1,1,0,0,0
1074,8913804,2722127,775108,215972,59007,15973,4319,1147,330,89,27,12,2,2,0,0,0
1075,8912714,2721018,774950,216154,58976,16009,4323,1164,344,91,28,12,0,0,0,0,0
1076,8909132,2722101,775323,215993,59116,16048,4303,1167,328,88,28,11,0,0,0,0,0
1077,8906917,2721876,775609,216033,58965,16105,4338,1173,346,84,27,11,0,0,0,0,0
1078,8902812,2722073,776339,216782,59167,16161,4374,1172,332,82,21,7,0,0,0,0,0
1079,8902743,2721246,775557,216322,59194,16116,4354,1173,330,84,24,8,0,0,0,0,0
1080,8899405,2721891,776265,216333,59056,16042,4335,1189,332,87,25,11,0,0,0,0,0
1081,8896396,2721708,776668,216765,59205,16076,4333,1193,328,76,24,11,0,0,0,0,0
1082,8897568,2719025,776067,216645,59127,16134,4371,1205,329,81,25,9,0,0,0,0,0
1083,8892006,2721867,776541,216677,59254,16118,4346,1197,325,82,26,8,0,0,0,0,0
1084,8889264,2721301,776797,217136,59542,16284,4392,1211,328,81,25,9,0,0,0,0,0
1085,8886205,2721817,777243,217306,59444,16236,4395,1183,309,74,25,7,0,0,0,0,0
1086,8885308,2721145,776635,217170,59449,16291,4376,1199,323,79,28,9,0,0,0,0,0
1087,8881365,2721487,777533,217520,59652,16234,4367,1180,322,80,24,8,0,0,0,0,0
1088,8880225,2721583,777058,217195,59402,16185,4376,1202,326,83,24,9,0,0,0,0,0
1089,8876698,2720922,778297,217697,59665,16239,4403,1204,328,81,26,9,0,0,0,0,0
1090,8875479,2720587,777390,217703,59750,16321,4398,1207,344,88,28,8,0,0,0,0,0
1091,8873285,2721223,777350,217442,59623,16224,4366,1180,312,76,23,5,0,0,0,0,0
1092,8869442,2721081,778252,217920,59887,16368,4427,1213,336,85,28,9,0,0,0,0,0
1093,8868449,2720195,777656,218116,59902,16327,4480,1216,314,74,22,6,0,0,0,0,0
1094,8864385,2721736,778517,217927,59636,16329,4431,1222,327,82,25,8,0,0,0,0,0
1095,8860795,2721519,779258,218153,60086,16443,4495,1239,338,88,30,8,0,0,0,0,0
1096,8858205,2721976,779211,218226,60065,16431,4448,1208,310,75,21,7,0,0,0,0,0
1097,8858050,2720421,778923,218217,59918,16469,4440,1224,329,84,28,10,0,0,0,0,0
1098,8853796,2721324,779396,218669,60015,16446,4466,1230,323,79,27,7,0,0,0,0,0
1099,8852171,2721312,779485,218444,59848,16383,4442,1228,317,78,25,8,0,0,0,0,0
1100,8851274,2719150,779485,218823,60137,16465,4422,1206,316,79,29,10,0,0,0,0,0
1101,8847797,2720486,779780,218755,60151,16356,4376,1206,312,80,27,9,0,0,0,0,0
1102,8845006,2720510,780067,218876,60111,16434,4426,1215,304,70,23,9,0,0,0,0,0
1103,8841410,2720843,780425,219080,60457,16539,4449,1255,322,81,26,8,0,0,0,0,0
1104,8840276,2720468,780077,218966,60308,16458,4458,1258,345,89,27,9,0,0,0,0,0
1105,8836997,2720483,780680,219299,60283,16469,4488,1264,340,82,29,8,0,0,0,0,0
1106,8834591,2720646,780835,219404,60286,16439,4445,1226,328,88,29,9,0,0,0,0,0
1107,8832206,2720124,780819,219674,60541,16565,4475,1235,333,81,27,8,0,0,0,0,0
1108,8831197,2719950,780195,219339,60342,16557,4510,1263,332,87,25,6,0,0,0,0,0
1109,8828259,2720081,780747,219482,60313,16501,4541,1283,345,89,32,10,0,0,0,0,0
1110,8824978,2720685,780852,219612,60583,16581,4513,1255,331,85,27,7,0,0,0,0,0
1111,8824434,2718729,780687,219782,60629,16625,4550,1263,341,86,32,9,0,0,0,0,0
1112,8820805,2719515,781463,219812,60571,16605,4484,1256,330,88,27,9,0,0,0,0,0
1113,8818472,2719388,781625,219899,60722,16517,4470,1260,337,85,28,9,0,0,0,0,0
1114,8815313,2719276,782132,220232,60818,16640,4531,1262,331,81,28,7,0,0,0,0,0
1115,8814391,2718180,782051,220136,60805,16637,4492,1231,327,85,29,11,0,0,0,0,0
1116,8810197,2719256,782394,220533,60853,16637,4508,1237,343,83,25,7,0,0,0,0,0
1117,8809230,2719438,782008,219945,60539,16508,4484,1217,327,81,24,7,0,0,0,0,0
1118,8808121,2717819,782026,219975,60754,16724,4506,1243,332,81,25,9,0,0,0,0,0
1119,8804247,2718867,782631,220002,60703,16721,4558,1244,333,77,22,8,0,0,0,0,0
1120,8801845,2718383,782365,220630,60966,16800,4519,1242,337,83,25,8,0,0,0,0,0
1121,8798669,2719253,782820,220525,60794,16679,4540,1250,341,79,26,8,0,0,0,0,0
1122,8797764,2718228,782838,220336,60793,16634,4481,1234,336,81,25,8,0,0,0,0,0
1123,8793594,2718854,783650,220803,60790,16625,4489,1248,345,90,27,9,0,0,0,0,0
1124,8791144,2719220,783329,220704,60893,16736,4536,1260,341,86,26,6,0,0,0,0,0
1125,8786159,2719017,784858,221508,61332,16843,4562,1261,357,95,29,9,0,0,0,0,0
1126,8787014,2718379,783701,220811,60973,16651,4491,1270,359,92,24,7,0,0,0,0,0
1127,8784337,2718263,784004,220853,61113,16658,4536,1273,345,88,26,9,0,0,0,0,0
1128,8781051,2718651,784455,220987,61132,16663,4542,1263,352,96,30,8,0,0,0,0,0
1129,8780320,2717384,783806,221178,61217,16743,4546,1272,361,85,25,9,0,0,0,0,0
1130,8777379,2718143,784062,220699,61195,16806,4605,1290,360,92,24,6,0,0,0,0,0
1131,8773503,2718387,784350,221416,61568,16881,4583,1295,367,91,26,9,0,0,0,0,0
1132,8771648,2718585,784528,221073,61307,16800,4575,1309,364,83,20,6,0,0,0,0,0
1133,8770390,2717401,784276,221340,61395,16887,4581,1293,366,89,22,7,0,0,0,0,0
1134,8765911,2717635,785349,222098,61498,16867,4562,1303,373,90,29,9,0,0,0,0,0
1135,8763810,2717315,785176,222194,61594,16960,4563,1285,373,91,24,7,0,0,0,0,0
1136,8762895,2716197,784937,222259,61636,16938,4569,1252,357,88,23,9,0,0,0,0,0
1137,8758726,2718016,785526,221875,61608,16934,4577,1268,363,94,26,8,0,0,0,0,0
1138,8757367,2716966,785535,222125,61552,16879,4533,1242,354,84,20,8,0,0,0,0,0
1139,8752223,2717640,786378,222808,61835,17038,4601,1272,382,94,23,7,0,0,0,0,0
1140,8751638,2716252,786525,222604,61771,16979,4583,1289,386,89,20,8,0,0,0,0,0
1141,8747817,2717116,786900,222732,61860,16997,4610,1297,395,106,27,9,0,0,0,0,0
1142,8745460,2716646,786647,223116,61978,17166,4647,1304,389,96,22,7,0,0,0,0,0
1143,8738107,2718515,788864,224052,62196,17151,4646,1290,370,105,29,9,0,0,0,0,0
1144,8739789,2717509,787065,223152,61899,17145,4677,1273,364,89,26,8,0,0,0,0,0
1145,8738205,2716357,787450,223300,61949,17064,4573,1266,374,93,24,6,0,0,0,0,0
1146,8735300,2717288,787300,223235,61860,17103,4623,1264,364,101,33,11,0,0,0,0,0
1147,8735093,2715145,786933,223391,61954,17156,4598,1280,367,99,29,9,0,0,0,0,0
1148,8729944,2716677,788315,223558,61991,17116,4596,1252,359,95,26,8,0,0,0,0,0
1149,8728334,2716127,788116,223485,61972,17070,4611,1259,383,97,29,10,0,0,0,0,0
1150,8724036,2716812,788801,223836,62191,17184,4695,1284,387,98,27,9,0,0,0,0,0
1151,8723254,2715718,788393,223642,62301,17159,4617,1296,385,99,27,9,0,0,0,0,0
1152,8719652,2716124,788909,224073,62298,17177,4677,1328,377,100,29,8,0,0,0,0,0
1153,8716715,2716277,788647,224333,62457,17304,4688,1332,385,102,28,8,0,0,0,0,0
1154,8716498,2714931,788735,223953,62330,17200,4675,1288,365,96,31,11,0,0,0,0,0
1155,8714121,2715293,788642,223692,62209,17298,4666,1304,375,105,28,6,0,0,0,0,0
1156,8710082,2715677,789534,224148,62247,17237,4669,1324,389,101,27,7,0,0,0,0,0
1157,8708052,2715866,788787,224261,62388,17325,4673,1348,400,103,31,8,0,0,0,0,0
1158,8706426,2714715,789041,224242,62400,17372,4720,1311,380,106,29,7,0,0,0,0,0
1159,8703506,2714837,789349,224425,62500,17345,4693,1351,397,98,30,8,0,0,0,0,0
1160,8700857,2714566,789616,224591,62606,17434,4744,1336,399,107,30,10,0,0,0,0,0
1161,8700781,2712637,789445,224511,62518,17396,4687,1315,390,105,30,8,0,0,0,0,0
1162,8696389,2714591,789347,224518,62602,17483,4749,1347,402,100,27,10,0,0,0,0,0
1163,8693366,2714182,789962,224990,62769,17453,4728,1348,399,102,26,8,0,0,0,0,0
1164,8689537,2714438,790845,225252,62897,17392,4722,1351,394,99,27,6,0,0,0,0,0
1165,8688369,2713820,790549,225214,62695,17308,4730,1329,376,99,27,6,0,0,0,0,0
1166,8685565,2714254,790646,225027,62767,17419,4731,1340,387,97,24,10,0,0,0,0,0
1167,8682443,2713715,791159,225679,62940,17475,4757,1331,375,98,25,7,0,0,0,0,0
1168,8678871,2714402,791268,226041,63011,17494,4748,1362,390,109,30,8,0,0,0,0,0
1169,8677703,2713605,790884,225909,63050,17515,4776,1348,385,106,31,11,0,0,0,0,0
1170,8675851,2713182,791299,225390,62996,17554,4760,1359,385,99,27,10,0,0,0,0,0
1171,8671842,2713760,792038,225713,63054,17497,4748,1344,402,109,32,12,0,0,0,0,0
1172,8670542,2712172,792205,226049,63069,17527,4779,1362,401,104,30,11,0,0,0,0,0
1173,8667544,2712758,792485,225945,63121,17483,4736,1330,396,103,30,11,0,0,0,0,0
1174,8664400,2713729,792322,226027,63082,17480,4737,1324,385,103,29,8,0,0,0,0,0
1175,8661602,2713629,792830,226098,63154,17413,4704,1347,388,100,28,9,0,0,0,0,0
1176,8660775,2712307,792546,225993,63180,17526,4746,1364,399,99,27,9,0,0,0,0,0
1177,8657112,2713111,792791,226183,63177,17563,4786,1367,405,98,29,11,0,0,0,0,0
1178,8655278,2712867,792538,226326,63193,17460,4725,1357,403,100,30,9,0,0,0,0,0
1179,8654808,2711185,792667,226029,63155,17488,4733,1340,391,100,28,8,0,0,0,0,0
1180,8651797,2712182,792591,225847,63081,17480,4734,1335,393,99,25,7,0,0,0,0,0
1181,8648491,2711584,793150,226484,63327,17476,4781,1357,407,105,30,10,0,0,0,0,0
1182,8645587,2712867,792719,226315,63163,17516,4759,1363,399,102,27,8,0,0,0,0,0
1183,8644383,2710922,792884,226455,63479,17648,4786,1338,403,102,31,10,0,0,0,0,0
1184,8641306,2710991,793327,226444,63599,17703,4807,1331,395,108,29,9,0,0,0,0,0
1185,8638512,2710915,793404,227075,63542,17561,4754,1347,400,103,29,8,0,0,0,0,0
1186,8636947,2710455,793199,226916,63483,17635,4789,1330,389,100,30,8,0,0,0,0,0
1187,8634215,2710590,793431,226726,63579,17714,4824,1356,410,106,29,7,0,0,0,0,0
1188,8631438,2710786,793476,226930,63621,17687,4823,1356,420,115,37,11,0,0,0,0,0
1189,8627463,2711456,793890,227260,63680,17775,4863,1377,403,102,29,10,0,0,0,0,0
1190,8626584,2709272,794337,227280,63964,17725,4817,1358,395,100,30,9,0,0,0,0,0
1191,8622628,2710849,794329,227501,63770,17659,4800,1353,400,101,27,9,0,0,0,0,0
1192,8619493,2710415,794863,227895,63879,17835,4839,1338,399,101,30,7,0,0,0,0,0
1193,8617232,2710975,794784,227569,63771,17734,4865,1360,403,109,30,8,0,0,0,0,0
1194,8616094,2709572,794579,227838,63818,17749,4844,1352,398,97,29,9,0,0,0,0,0
1195,8611843,2710618,794928,227952,63956,17879,4849,1361,382,102,27,8,0,0,0,0,0
1196,8609639,2710403,795000,227966,64027,17813,4852,1360,400,100,27,7,0,0,0,0,0
1197,8610853,2708095,794602,227498,63815,17651,4847,1363,403,102,31,6,0,0,0,0,0
1198,8605177,2709221,795604,227942,64212,17871,4845,1357,393,108,33,6,0,0,0,0,0
1199,8603060,2708925,795468,228273,64090,17804,4883,1375,389,102,29,7,0,0,0,0,0
1200,8599625,2709496,795994,228358,64098,17788,4829,1357,391,111,32,8,0,0,0,0,0
1201,8598026,2708449,795175,228982,64374,17848,4837,1349,393,99,28,7,0,0,0,0,0
1202,8595394,2708379,795911,228836,64146,17903,4816,1363,390,101,30,7,0,0,0,0,0
1203,8592575,2708788,796111,228514,64211,17932,4834,1353,382,104,30,6,0,0,0,0,0
1204,8589497,2708654,796608,228768,64219,17933,4828,1345,388,104,29,6,0,0,0,0,0
1205,8587978,2707368,796665,229020,64320,17981,4860,1362,383,111,31,5,0,0,0,0,0
1206,8585523,2707322,796662,229017,64279,17990,4847,1349,390,108,33,8,0,0,0,0,0
1207,8582733,2707571,796815,228893,64429,18011,4901,1378,413,115,31,9,0,0,0,0,0
1208,8581056,2707024,796611,228928,64370,17981,4846,1356,399,114,35,8,0,0,0,0,0
1209,8577805,2707996,796740,228996,64292,17902,4858,1342,393,116,36,9,0,0,0,0,0
1210,8575304,2707247,796955,229200,64470,17998,4844,1342,389,108,33,9,0,0,0,0,0
1211,8571943,2707165,797802,229466,64458,18055,4881,1337,390,108,29,7,0,0,0,0,0
1212,8570869,2706718,797086,229285,64328,18034,4831,1350,387,113,34,8,0,0,0,0,0
1213,8568183,2706711,797050,229538,64441,18017,4903,1362,400,120,34,10,0,0,0,0,0
1214,8564865,2706489,797685,229718,64632,18099,4866,1348,405,116,39,12,0,0,0,0,0
1215,8563054,2705535,798332,229498,64559,18058,4902,1363,393,122,40,11,0,0,0,0,0
1216,8559989,2706099,797981,229952,64553,18174,4869,1351,398,121,35,8,0,0,0,0,0
1217,8557407,2705670,798354,229844,64692,18156,4883,1379,396,113,34,8,0,0,0,0,0
1218,8553140,2706494,798714,230292,64954,18246,4917,1355,367,109,32,9,0,0,0,0,0
1219,8551824,2706139,798131,230334,64826,18103,4905,1367,397,118,39,10,0,0,0,0,0
1220,8549055,2705391,798625,230534,64989,18189,4925,1377,407,117,37,8,0,0,0,0,0
1221,8546900,2705574,798370,230364,65084,18214,4927,1343,393,112,36,9,0,0,0,0,0
1222,8547751,2703098,797911,230090,65002,18237,4918,1351,395,111,39,9,0,0,0,0,0
1223,8541673,2704358,799089,230575,65429,18306,4963,1367,394,113,39,10,0,0,0,0,0
1224,8538952,2704971,799219,230704,65057,18187,4925,1383,404,112,35,9,0,0,0,0,0
1225,8536786,2704272,799017,231155,65173,18274,4974,1405,398,107,33,8,0,0,0,0,0
1226,8534958,2703260,799318,230926,65356,18387,4977,1363,404,114,38,9,0,0,0,0,0
1227,8531370,2703939,799466,231285,65271,18308,4958,1382,401,113,36,10,0,0,0,0,0
1228,8528439,2703807,799892,231235,65402,18426,4980,1395,406,120,38,8,0,0,0,0,0
1229,8526196,2704289,799580,231317,65198,18272,4939,1395,412,119,37,9,0,0,0,0,0
1230,8524527,2703118,799987,231002,65274,18452,5002,1421,423,117,38,10,0,0,0,0,0
1231,8521954,2702957,800252,231289,65164,18365,4942,1390,393,112,35,8,0,0,0,0,0
1232,8517834,2703936,800394,231448,65382,18383,4975,1406,400,116,38,9,0,0,0,0,0
1233,8517921,2701352,800597,231500,65240,18275,4973,1399,398,110,36,9,0,0,0,0,0
1234,8514007,2702235,800551,231900,65389,18383,4970,1391,407,113,35,8,0,0,0,0,0
1235,8512329,2702247,800513,231320,65352,18352,4908,1389,398,113,34,7,0,0,0,0,0
1236,8508925,2702461,800770,231652,65399,18374,4955,1410,424,117,34,6,0,0,0,0,0
1237,8508096,2701366,800333,231483,65355,18436,4995,1442,413,121,39,7,0,0,0,0,0
1238,8504381,2701687,800630,231995,65520,18505,4971,1387,404,114,37,7,0,0,0,0,0
1239,8502481,2701368,800563,231844,65479,18484,4974,1411,416,118,38,6,0,0,0,0,0
1240,8500486,2700132,800838,232058,65735,18510,5013,1399,405,108,30,6,0,0,0,0,0
1241,8497191,2700673,801364,231941,65490,18536,5059,1433,414,108,34,7,0,0,0,0,0
1242,8495271,2699890,801027,232492,65581,18502,5027,1414,416,113,35,6,0,0,0,0,0
1243,8492190,2700271,800871,232491,65753,18685,5027,1443,409,111,34,5,0,0,0,0,0
1244,8491400,2699102,800740,232390,65681,18522,5017,1390,406,109,38,5,0,0,0,0,0
1245,8487797,2700024,801202,232279,65517,18493,5005,1418,416,116,31,4,0,0,0,0,0
1246,8484948,2698685,801728,232965,65938,18526,4997,1429,429,115,34,4,0,0,0,0,0
1247,8482217,2698959,801482,232985,65931,18642,5064,1438,417,111,35,5,0,0,0,0,0
1248,8480972,2697878,801293,233081,65919,18589,5032,1433,414,111,39,6,0,0,0,0,0
1249,8478623,2698822,800893,232450,65836,18589,5033,1444,405,106,36,5,0,0,0,0,0
1250,8474471,2698853,801978,232915,65841,18591,5051,1459,401,109,34,6,0,0,0,0,0
1251,8473274,2697342,802069,232953,65901,18579,5062,1475,390,104,33,6,0,0,0,0,0
1252,8470278,2698025,801947,232807,65991,18591,5091,1477,409,110,34,6,0,0,0,0,0
1253,8466869,2697952,802611,233166,66122,18607,5032,1445,397,106,36,8,0,0,0,0,0
1254,8465355,2697480,802338,232972,65995,18659,5042,1462,403,106,37,8,0,0,0,0,0
1255,8463898,2696416,801838,233223,66130,18744,5046,1448,402,104,33,8,0,0,0,0,0
1256,8459469,2696992,802665,233567,66218,18749,5028,1468,415,106,33,6,0,0,0,0,0
1257,8458130,2696606,801944,233648,66080,18650,5079,1488,421,109,34,5,0,0,0,0,0
1258,8458803,2694576,801637,233099,65932,18665,5062,1466,420,108,35,6,0,0,0,0,0
1259,8453522,2695292,802460,233713,66305,18759,5167,1508,423,109,36,7,0,0,0,0,0
1260,8450844,2695575,802896,233334,66133,18776,5122,1469,407,104,31,7,0,0,0,0,0
1261,8448002,2695127,802903,233844,66367,18758,5077,1479,419,110,36,7,0,0,0,0,0
1262,8446636,2694322,802436,233979,66351,18822,5137,1498,428,115,36,7,0,0,0,0,0
1263,8444268,2694529,802530,233796,66196,18727,5103,1475,425,111,34,7,0,0,0,0,0
1264,8440768,2694157,803125,234268,66240,18794,5144,1498,433,108,29,7,0,0,0,0,0
1265,8439216,2693918,803016,233838,66244,18754,5125,1480,416,108,34,7,0,0,0,0,0
1266,8436617,2693685,802589,234248,66432,18838,5139,1521,426,107,35,5,0,0,0,0,0
1267,8433073,2693099,803683,234601,66445,18849,5193,1487,413,109,34,5,0,0,0,0,0
1268,8430503,2693526,803660,234515,66445,18769,5106,1493,427,110,36,6,0,0,0,0,0
1269,8428030,2692747,803846,234919,66489,18808,5119,1496,414,110,38,6,0,0,0,0,0
1270,8425559,2692313,803929,234787,66526,18916,5222,1541,442,116,39,7,0,0,0,0,0
1271,8423371,2692986,803741,234665,66346,18698,5143,1506,424,107,33,5,0,0,0,0,0
1272,8419923,2692431,804212,234970,66592,18955,5184,1522,413,101,32,5,0,0,0,0,0
1273,8417989,2692014,804035,234888,66722,18980,5178,1544,433,104,30,5,0,0,0,0,0
1274,8416831,2691134,803753,234754,66589,18939,5194,1523,432,115,34,5,0,0,0,0,0
1275,8412570,2691604,804201,235302,66768,19025,5250,1515,405,103,32,4,0,0,0,0,0
1276,8411598,2690574,804016,235045,66718,19022,5184,1504,424,113,36,5,0,0,0,0,0
1277,8409320,2690965,803838,234615,66666,18956,5201,1512,422,117,39,6,0,0,0,0,0
1278,8405381,2691277,804328,235290,66620,18936,5211,1515,423,121,38,8,0,0,0,0,0
1279,8402194,2691010,804608,235552,66823,19039,5232,1512,432,113,36,7,0,0,0,0,0
1280,8401040,2689953,804240,235630,66870,18988,5206,1519,431,113,35,5,0,0,0,0,0
1281,8397462,2689830,805028,235844,66953,19000,5272,1524,421,111,32,5,0,0,0,0,0
1282,8393754,2690342,805232,235900,67120,19094,5310,1546,432,116,34,5,0,0,0,0,0
1283,8392943,2689087,804824,235927,67080,19084,5322,1551,443,120,41,5,0,0,0,0,0
1284,8389716,2689486,805096,235976,66918,19042,5311,1551,450,126,36,5,0,0,0,0,0
1285,8387792,2688621,805363,235905,67054,19085,5293,1560,451,125,40,7,0,0,0,0,0
1286,8384057,2688915,805724,236151,67213,19093,5283,1557,448,119,35,6,0,0,0,0,0
1287,8382633,2687773,805233,236565,67186,19213,5341,1542,441,119,33,5,0,0,0,0,0
1288,8379140,2688492,805702,236328,67237,19215,5318,1559,445,121,38,6,0,0,0,0,0
1289,8376233,2688301,805858,236492,67324,19167,5335,1535,438,118,37,7,0,0,0,0,0
1290,8374311,2687806,805904,236478,67242,19192,5311,1541,448,119,36,7,0,0,0,0,0
1291,8372811,2687302,805473,236451,67194,19169,5298,1549,450,122,33,5,0,0,0,0,0
1292,8369759,2687057,805803,236569,67198,19250,5350,1530,440,120,36,4,0,0,0,0,0
1293,8366634,2686967,806066,236808,67406,19240,5371,1546,446,120,37,5,0,0,0,0,0
1294,8365153,2685647,806100,236897,67577,19286,5333,1561,443,122,36,6,0,0,0,0,0
1295,8362461,2686463,806022,236397,67387,19242,5310,1525,440,123,39,7,0,0,0,0,0
1296,8359554,2685731,806140,236769,67743,19311,5410,1551,457,123,40,8,0,0,0,0,0
1297,8357150,2685632,806249,236830,67522,19403,5360,1562,459,129,37,8,0,0,0,0,0
1298,8355696,2684549,806230,236715,67663,19431,5353,1519,453,129,38,8,0,0,0,0,0
1299,8351661,2685719,806139,237040,67604,19367,5384,1516,457,125,39,8,0,0,0,0,0
1300,8350085,2684205,806200,237168,67805,19442,5389,1536,447,126,41,9,0,0,0,0,0
1301,8348359,2683786,806266,236932,67710,19378,5375,1513,444,126,37,5,0,0,0,0,0
1302,8344913,2684391,806057,237095,67886,19506,5414,1526,450,122,38,5,0,0,0,0,0
1303,8342470,2684208,806157,237063,67898,19457,5387,1516,456,126,41,8,0,0,0,0,0
1304,8339465,2684583,806363,236842,67828,19457,5413,1519,445,126,38,9,0,0,0,0,0
1305,8338509,2683170,805850,237035,67830,19410,5418,1545,468,132,40,8,0,0,0,0,0
1306,8334645,2682659,806722,237668,68112,19425,5448,1532,465,136,41,8,0,0,0,0,0
1307,8332036,2683116,806683,237428,68064,19424,5395,1531,445,130,41,7,0,0,0,0,0
1308,8329622,2682772,806973,237293,68046,19432,5436,1538,448,129,36,7,0,0,0,0,0
1309,8328044,2681882,806566,237503,68042,19479,5428,1563,470,130,40,11,0,0,0,0,0
1310,8325388,2681582,806658,237571,68296,19498,5398,1556,452,129,41,9,0,0,0,0,0
1311,8322700,2681449,806447,237838,68362,19513,5422,1555,454,126,40,11,0,0,0,0,0
1312,8321426,2680312,806885,237542,68138,19361,5392,1535,465,141,52,11,0,0,0,0,0
1313,8317963,2681534,806724,237262,68106,19442,5390,1545,451,134,46,10,0,0,0,0,0
1314,8315184,2680189,807086,237925,68384,19570,5436,1553,446,134,43,9,0,0,0,0,0
1315,8312519,2680336,807223,237618,68433,19532,5443,1573,462,127,40,10,0,0,0,0,0
1316,8310512,2679509,807174,237951,68381,19517,5430,1559,453,135,46,12,0,0,0,0,0
1317,8307209,2678766,807734,238295,68635,19611,5535,1609,465,135,43,9,0,0,0,0,0
1318,8304854,2679259,807277,238107,68495,19646,5474,1608,477,151,57,12,2,0,0,0,0
1319,8304431,2677369,807139,238124,68378,19590,5479,1610,469,143,53,11,1,0,0,0,0
1320,8301091,2677932,807653,237997,68289,19477,5467,1593,475,146,49,10,1,0,0,0,0
1321,8298189,2678727,807201,237809,68334,19568,5454,1604,473,145,49,12,2,0,0,0,0
1322,8294949,2678460,807561,238102,68511,19641,5493,1585,466,138,44,10,1,0,0,0,0
1323,8294163,2676852,807057,238218,68538,19725,5521,1614,471,143,46,9,1,0,0,0,0
1324,8290654,2677781,807523,238061,68347,19616,5544,1580,467,132,43,11,2,0,0,0,0
1325,8288970,2676647,807566,237991,68387,19648,5604,1621,473,138,43,8,1,0,0,0,0
1326,8284038,2677309,808566,238486,68462,19679,5570,1628,478,140,47,9,1,0,0,0,0
1327,8284059,2676074,807248,238484,68328,19692,5540,1623,471,143,48,12,1,0,0,0,0
1328,8281220,2676166,807499,238170,68540,19691,5487,1594,470,138,44,7,0,0,0,0,0
1329,8278174,2676547,807586,238277,68349,19592,5530,1613,473,134,39,9,0,0,0,0,0
1330,8276597,2674638,807924,238534,68501,19661,5556,1615,472,137,50,13,0,0,0,0,0
1331,8273261,2675210,807970,238573,68544,19757,5523,1625,476,140,47,10,0,0,0,0,0
1332,8269912,2675739,808070,238901,68476,19634,5532,1614,469,141,48,10,0,0,0,0,0
1333,8267495,2674859,808131,238887,68690,19777,5613,1685,485,141,45,9,0,0,0,0,0
1334,8266107,2674397,807708,238714,68606,19681,5553,1633,480,143,48,12,0,0,0,0,0
1335,8263352,2673357,808389,238954,68757,19685,5556,1639,463,141,46,10,0,0,0,0,0
1336,8260483,2674092,808067,238693,68844,19803,5562,1619,457,143,41,8,0,0,0,0,0
