# regions: k[3001,6500]xN[2,1e7] + k[16,6500]xN[1e7+1,3e7]; npoints=145762074292 degenerate=34539342 ambig=20
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,ff17,ff18,none
4717,12478903,4525618,1558220,525484,173865,57300,18455,6074,1909,587,165,58,19,5,0,0,0,0,0
4718,12472642,4522823,1557763,525386,174020,57239,18407,6032,1910,589,166,58,18,5,0,0,0,0,0
4719,12466681,4520178,1556696,525211,174230,57190,18453,6063,1918,597,158,54,17,5,0,0,0,0,0
4720,12459640,4519088,1556028,525008,173790,57082,18404,6082,1889,596,160,55,16,3,0,0,0,0,0
4721,12453188,4515753,1555696,525071,173972,57254,18469,6086,1931,596,157,55,19,4,0,0,0,0,0
4722,12447748,4513675,1554490,524898,173809,57237,18396,6077,1946,587,157,53,15,3,0,0,0,0,0
4723,12441744,4512366,1553516,524218,173708,57156,18390,6079,1913,589,172,56,18,5,0,0,0,0,0
4724,12433313,4511288,1553722,524311,173670,57211,18353,6074,1903,594,165,56,20,5,0,0,0,0,0
4725,12428852,4507610,1552664,523861,173692,57134,18428,6059,1909,604,163,58,21,5,0,0,0,0,0
4726,12422408,4506066,1551661,523520,173465,57126,18332,6071,1924,612,166,60,16,4,0,0,0,0,0
4727,12416391,4503345,1551257,523281,173305,56967,18407,6096,1932,580,163,57,16,3,0,0,0,0,0
4728,12409908,4501480,1550049,523062,173257,57173,18368,6099,1925,607,162,52,19,4,0,0,0,0,0
4729,12404260,4499304,1549513,522631,173170,56950,18283,6036,1897,584,163,54,18,4,0,0,0,0,0
4730,12397697,4497221,1548541,522728,173309,56985,18357,6060,1928,623,175,57,18,5,0,0,0,0,0
4731,12390963,4495372,1548697,522311,173078,56912,18393,6070,1910,585,168,58,20,5,0,0,0,0,0
4732,12386270,4491526,1547653,522287,173010,57036,18312,6074,1914,584,165,57,20,5,0,0,0,0,0
4733,12378413,4490950,1546465,522166,173044,57020,18393,6053,1929,594,162,54,16,4,0,0,0,0,0
4734,12371434,4488968,1546015,521910,172852,57078,18463,6128,1923,595,163,57,19,4,0,0,0,0,0
4735,12366192,4486071,1545654,521334,172757,56838,18334,6027,1921,590,164,52,16,3,0,0,0,0,0
4736,12359642,4483601,1545430,521303,172510,56918,18377,6071,1920,601,173,60,17,4,0,0,0,0,0
4737,12353451,4482546,1543867,521228,172583,56781,18255,6002,1894,602,168,60,21,4,0,0,0,0,0
4738,12346508,4480274,1543992,521062,172378,56829,18365,6107,1920,595,173,58,20,4,0,0,0,0,0
4739,12343410,4477679,1542095,519975,171988,56576,18205,5984,1881,580,161,57,21,5,0,0,0,0,0
4740,12334632,4476042,1541936,520169,172340,56765,18305,6037,1899,585,155,56,20,4,0,0,0,0,0
4741,12328555,4472832,1541316,520116,172390,56859,18345,6106,1904,594,169,57,22,5,0,0,0,0,0
4742,12322041,4470874,1540755,519837,172221,56818,18294,6024,1893,592,166,57,17,3,0,0,0,0,0
4743,12315869,4468625,1539832,519579,172171,57013,18410,6097,1918,596,171,61,21,5,0,0,0,0,0
4744,12309912,4467563,1538769,519134,172068,56764,18280,6019,1865,584,160,58,21,4,0,0,0,0,0
4745,12304495,4464365,1537836,519060,172095,56756,18383,6096,1912,606,172,60,21,5,0,0,0,0,0
4746,12297458,4462760,1537538,518806,171972,56695,18239,6009,1875,574,165,58,19,4,0,0,0,0,0
4747,12290687,4460348,1536783,518845,172086,56661,18256,6054,1929,591,166,52,17,4,0,0,0,0,0
4748,12284136,4458207,1536440,518659,171660,56595,18289,6064,1903,590,161,57,18,4,0,0,0,0,0
4749,12279171,4454911,1535567,518046,171704,56645,18322,6088,1934,614,175,62,19,3,0,0,0,0,0
4750,12272546,4454086,1534658,517911,171514,56500,18193,5982,1862,582,171,61,22,5,0,0,0,0,0
4751,12265830,4451326,1534018,518290,171758,56601,18277,6053,1921,599,169,59,18,4,0,0,0,0,0
4752,12259862,4449353,1533706,517338,171569,56526,18207,5995,1902,582,167,59,19,5,0,0,0,0,0
4753,12252790,4447486,1533133,517363,171345,56569,18182,6008,1889,575,161,56,18,3,0,0,0,0,0
4754,12247713,4444412,1531689,517224,171265,56471,18256,6052,1927,602,170,59,19,5,0,0,0,0,0
4755,12240522,4442551,1531535,516728,171233,56531,18252,6042,1905,594,168,61,20,4,0,0,0,0,0
4756,12234316,4441246,1530184,516447,171268,56478,18215,6050,1928,592,162,58,21,5,0,0,0,0,0
4757,12228037,4438674,1529922,516360,171353,56537,18188,6008,1899,582,158,57,20,4,0,0,0,0,0
4758,12222185,4436466,1529275,516045,171070,56362,18107,6053,1914,583,160,55,19,5,0,0,0,0,0
4759,12217095,4434098,1527734,515569,170812,56365,18141,6029,1889,584,169,60,20,4,0,0,0,0,0
4760,12207795,4431892,1528523,516264,171076,56410,18145,6005,1898,586,166,56,17,3,0,0,0,0,0
4761,12202812,4429378,1526928,515782,170833,56474,18183,6028,1880,579,158,48,14,3,0,0,0,0,0
4762,12196832,4426969,1526249,515409,170988,56432,18184,6023,1908,589,168,60,19,4,0,0,0,0,0
4763,12191097,4425243,1525631,514715,170584,56392,18174,6021,1925,604,182,68,21,4,0,0,0,0,0
4764,12186704,4422113,1524068,514466,170554,56343,18141,6067,1916,586,162,57,19,4,0,0,0,0,0
4765,12177521,4420212,1524251,515414,170582,56453,18284,6039,1882,574,159,58,18,5,0,0,0,0,0
4766,12171953,4419148,1523215,513946,170420,56199,18127,5975,1885,585,166,58,19,4,0,0,0,0,0
4767,12164531,4416619,1522151,514483,170919,56372,18155,5982,1893,588,168,59,20,5,0,0,0,0,0
4768,12159677,4414191,1521425,513690,170313,56396,18211,6036,1918,593,165,53,14,3,0,0,0,0,0
4769,12153004,4411608,1521395,513937,170236,56326,18193,6060,1907,597,168,56,19,4,0,0,0,0,0
4770,12146621,4410548,1520431,513110,170332,56175,18089,5982,1882,570,166,61,21,4,0,0,0,0,0
4771,12140067,4407038,1519641,513717,170454,56382,18181,5991,1911,590,166,61,21,5,0,0,0,0,0
4772,12134042,4406022,1518518,512707,170091,56148,18179,6021,1891,588,167,57,19,5,0,0,0,0,0
4773,12127865,4402701,1518472,512892,169976,56015,18072,5972,1895,593,160,58,21,6,0,0,0,0,0
4774,12121548,4400405,1518186,512620,169994,55991,18054,5996,1882,593,168,61,20,4,0,0,0,0,0
4775,12116030,4398663,1516405,512328,170002,56147,18078,5986,1891,564,169,61,18,4,0,0,0,0,0
4776,12109153,4397153,1515702,512392,169836,55814,17978,5937,1885,577,163,62,20,3,0,0,0,0,0
4777,12102304,4394583,1515516,511910,169694,56143,18086,5973,1862,575,160,59,20,4,0,0,0,0,0
4778,12095126,4392123,1515265,511633,169953,56204,18104,5999,1880,581,157,55,18,3,0,0,0,0,0
4779,12089835,4390820,1513359,511156,169664,55941,17977,5993,1916,595,180,63,20,4,0,0,0,0,0
4780,12084076,4387665,1512933,511017,169649,56034,18168,6022,1912,607,172,64,21,5,0,0,0,0,0
4781,12077710,4386080,1512187,510696,169585,56088,18023,5952,1886,596,166,55,20,5,0,0,0,0,0
4782,12072099,4383450,1511584,510489,169049,55884,18010,5970,1871,587,169,63,20,4,0,0,0,0,0
4783,12064133,4381304,1511176,510797,169320,55934,18060,5996,1898,574,164,65,21,3,0,0,0,0,0
4784,12057994,4379740,1510043,509893,169288,55917,18052,5990,1889,582,169,61,18,3,0,0,0,0,0
4785,12051882,4376384,1509423,510173,169644,56046,18142,5986,1846,572,161,56,17,3,0,0,0,0,0
4786,12046405,4374688,1508318,510113,169144,55785,17992,5971,1906,584,164,60,21,4,0,0,0,0,0
4787,12039895,4372537,1508142,509186,168801,56070,18121,6039,1916,580,166,58,19,3,0,0,0,0,0
4788,12033830,4370339,1507220,509208,168808,55664,17940,5958,1895,591,172,63,20,6,0,0,0,0,0
4789,12027090,4367451,1506830,508866,169028,55944,17966,5982,1904,578,166,61,21,5,0,0,0,0,0
4790,12021090,4364899,1505452,508818,169168,56090,18085,5979,1893,585,161,63,24,6,0,0,0,0,0
4791,12014208,4363518,1505076,508827,168802,55852,18065,6022,1931,582,168,60,18,3,0,0,0,0,0
4792,12007547,4361278,1505210,508610,168657,55777,18013,5955,1881,575,162,56,17,4,0,0,0,0,0
4793,12002131,4359266,1503477,507753,168877,55762,18011,5963,1848,570,166,61,20,3,0,0,0,0,0
4794,11995126,4356813,1502640,508102,168784,55716,18101,6030,1912,590,169,63,21,4,0,0,0,0,0
4795,11988731,4355427,1501982,507512,168429,55679,17908,5914,1883,574,165,58,17,3,0,0,0,0,0
4796,11982861,4352230,1501814,507341,168324,55800,18039,5972,1887,568,169,69,21,5,0,0,0,0,0
4797,11976065,4350176,1501061,507634,168601,55662,17958,5933,1901,599,184,73,25,5,0,0,0,0,0
4798,11969132,4349210,1500047,507125,168176,55678,17952,5926,1913,601,174,65,22,6,0,0,0,0,0
4799,11964162,4345513,1499577,506531,168198,55578,18008,5923,1867,570,167,58,17,5,0,0,0,0,0
4800,11957631,4343208,1498464,506364,168082,55756,18066,6008,1895,585,171,63,21,5,0,0,0,0,0
4801,11950653,4341949,1497625,506354,168262,55612,17921,5966,1885,574,170,62,21,3,0,0,0,0,0
4802,11946355,4339493,1496877,505535,167712,55460,17852,5911,1863,563,171,61,16,4,0,0,0,0,0
4803,11938710,4337600,1496603,505209,167933,55545,17862,5918,1864,585,166,58,15,3,0,0,0,0,0
4804,11932202,4334417,1495789,505779,167925,55536,17913,5936,1873,579,166,62,22,4,0,0,0,0,0
4805,11925167,4333336,1494967,505025,167629,55567,17939,5982,1882,579,170,64,21,4,0,0,0,0,0
4806,11919902,4330764,1493741,504619,167770,55554,17949,5978,1897,582,164,60,20,5,0,0,0,0,0
4807,11912112,4328495,1494343,505342,167557,55361,17894,5967,1894,586,178,66,19,5,0,0,0,0,0
4808,11906363,4325857,1493029,505004,167732,55497,17886,5968,1882,571,160,66,20,5,0,0,0,0,0
4809,11899417,4324671,1492112,504524,167392,55482,17916,5945,1872,570,168,64,19,4,0,0,0,0,0
4810,11893096,4321589,1491442,504196,167534,55617,17983,6050,1922,591,170,59,17,4,0,0,0,0,0
4811,11887675,4319425,1490825,504083,167209,55199,17839,5961,1888,586,167,64,18,3,0,0,0,0,0
4812,11881467,4316755,1490451,503702,167442,55456,17849,5923,1885,578,165,59,17,4,0,0,0,0,0
4813,11875681,4314916,1488717,503738,167105,55227,17861,5937,1908,582,169,67,22,3,0,0,0,0,0
4814,11868207,4312944,1488728,503243,167049,55350,17876,5920,1877,582,170,64,20,5,0,0,0,0,0
4815,11862387,4310421,1487894,502954,166895,55166,17833,5923,1858,557,162,60,19,4,0,0,0,0,0
4816,11855571,4308270,1486918,503117,167056,55417,17889,5935,1862,567,171,70,20,5,0,0,0,0,0
4817,11849485,4306526,1486219,502757,166875,55291,17804,5943,1914,588,173,63,20,4,0,0,0,0,0
4818,11844166,4303416,1485453,502376,166826,55161,17715,5915,1886,580,166,64,23,5,0,0,0,0,0
4819,11836358,4302399,1485052,501893,166804,55085,17716,5847,1867,568,164,62,19,4,0,0,0,0,0
4820,11829526,4299191,1484682,502324,166588,55262,17823,5895,1841,574,180,65,20,5,0,0,0,0,0
4821,11824948,4296579,1483200,501742,166616,55202,17857,5910,1887,589,167,64,21,3,0,0,0,0,0
4822,11818371,4295083,1482435,501280,166522,55184,17923,5908,1873,581,170,67,20,4,0,0,0,0,0
4823,11810725,4293363,1481693,501455,166582,55179,17834,5926,1898,580,171,65,20,4,0,0,0,0,0
4824,11805701,4291204,1480685,500689,166165,54847,17690,5881,1864,580,173,62,20,5,0,0,0,0,0
4825,11798364,4288652,1480554,500730,166230,55023,17751,5892,1861,579,160,64,20,4,0,0,0,0,0
4826,11792854,4286297,1479785,500555,165889,54916,17771,5924,1877,567,164,67,21,5,0,0,0,0,0
4827,11786759,4284924,1478934,499571,165749,54900,17724,5878,1859,566,163,58,16,4,0,0,0,0,0
4828,11779964,4282463,1477562,499764,165922,55062,17819,5900,1874,588,163,60,18,5,0,0,0,0,0
4829,11773543,4278950,1477362,500178,165892,54945,17728,5902,1882,590,160,61,22,4,0,0,0,0,0
4830,11765848,4278764,1476877,499252,165735,54983,17716,5900,1879,575,164,65,19,5,0,0,0,0,0
4831,11760806,4275062,1475937,499685,165987,54841,17719,5862,1854,584,168,63,17,3,0,0,0,0,0
4832,11754624,4272733,1474993,499193,165879,54885,17787,5906,1872,593,167,60,17,4,0,0,0,0,0
4833,11747458,4271099,1474410,499006,165676,54890,17686,5880,1840,558,164,67,19,4,0,0,0,0,0
4834,11741967,4268620,1473334,498304,165385,54844,17803,5887,1870,589,170,66,21,5,0,0,0,0,0
4835,11735304,4266236,1473028,498297,165650,54903,17667,5903,1847,576,165,69,20,4,0,0,0,0,0
4836,11729294,4263947,1472339,498202,165513,54756,17664,5839,1846,569,158,66,18,5,0,0,0,0,0
4837,11722888,4261679,1471525,497669,165415,54796,17712,5849,1866,586,173,68,18,3,0,0,0,0,0
4838,11715147,4260009,1471311,497722,165284,54664,17619,5860,1845,564,160,64,21,5,0,0,0,0,0
4839,11709130,4258111,1469644,497213,165468,54823,17744,5889,1884,590,167,59,18,4,0,0,0,0,0
4840,11704525,4255335,1469119,496764,164959,54712,17566,5851,1878,587,166,63,18,4,0,0,0,0,0
4841,11696625,4253457,1468764,497040,164926,54707,17597,5862,1865,586,169,66,21,4,0,0,0,0,0
4842,11690283,4251625,1467951,496144,164824,54701,17678,5853,1847,566,157,54,18,4,0,0,0,0,0
4843,11685810,4248734,1466973,495392,164478,54323,17530,5851,1885,595,160,59,17,4,0,0,0,0,0
4844,11677633,4246783,1466221,496167,164798,54727,17638,5885,1884,594,181,75,23,4,0,0,0,0,0
4845,11671443,4244867,1464920,495884,164916,54619,17697,5974,1918,591,166,63,21,5,0,0,0,0,0
4846,11664982,4241360,1465522,495764,164799,54531,17586,5878,1863,575,150,57,17,4,0,0,0,0,0
4847,11658541,4238857,1464576,495526,164717,54608,17663,5881,1884,579,172,62,19,4,0,0,0,0,0
4848,11652258,4237259,1463484,495275,164659,54593,17634,5856,1835,569,169,61,17,3,0,0,0,0,0
4849,11646300,4235214,1462544,495074,164774,54405,17580,5897,1854,566,147,56,16,4,0,0,0,0,0
4850,11639680,4232882,1462186,494590,164292,54508,17636,5891,1906,597,165,65,20,5,0,0,0,0,0
4851,11634364,4230291,1460932,494258,164103,54356,17565,5875,1839,572,170,62,19,6,0,0,0,0,0
4852,11627077,4228152,1460401,494437,164189,54407,17550,5801,1865,584,166,67,22,5,0,0,0,0,0
4853,11621396,4226215,1459323,493744,164213,54448,17602,5846,1870,594,170,69,24,8,0,0,0,0,0
4854,11614327,4223852,1459613,493505,163972,54359,17578,5858,1820,569,164,65,22,6,0,0,0,0,0
4855,11607451,4221304,1458492,493748,164329,54283,17520,5838,1866,578,178,68,25,7,0,0,0,0,0
4856,11601655,4219097,1457191,492971,164168,54505,17614,5881,1846,577,170,66,22,5,0,0,0,0,0
4857,11594951,4217507,1456725,492971,164077,54334,17539,5825,1832,556,162,60,20,6,0,0,0,0,0
4858,11588702,4214133,1456287,493307,164119,54339,17521,5841,1874,578,166,59,19,5,0,0,0,0,0
4859,11582240,4212578,1455436,492261,163818,54343,17648,5862,1884,592,164,63,20,5,0,0,0,0,0
4860,11576459,4210027,1454313,492103,163605,54220,17575,5859,1888,581,161,62,19,4,0,0,0,0,0
4861,11570905,4208250,1453506,491777,163328,53987,17412,5754,1837,592,167,60,20,5,0,0,0,0,0
4862,11562118,4206296,1453651,492346,163554,54160,17522,5810,1861,569,166,63,22,5,0,0,0,0,0
4863,11556666,4203823,1452259,491901,163419,54042,17463,5831,1856,574,168,65,23,5,0,0,0,0,0
4864,11549859,4201622,1451636,491383,163396,54092,17487,5832,1866,594,174,70,24,8,0,0,0,0,0
4865,11544106,4199611,1451008,490940,163167,53943,17396,5756,1868,577,163,66,22,6,0,0,0,0,0
4866,11537441,4196956,1450225,491166,163441,54056,17457,5835,1862,581,164,69,26,8,0,0,0,0,0
4867,11531300,4194950,1449623,490532,163169,53850,17430,5739,1823,565,160,60,20,6,0,0,0,0,0
4868,11522817,4192854,1449982,490703,162964,53905,17411,5829,1867,575,163,66,22,6,0,0,0,0,0
4869,11517826,4190505,1447886,490471,162944,53912,17507,5847,1890,597,174,68,19,5,0,0,0,0,0
4870,11511897,4188454,1447594,489949,162746,53930,17394,5758,1838,563,167,69,20,5,0,0,0,0,0
4871,11505642,4186191,1446435,489610,162669,53833,17457,5835,1832,565,160,61,18,4,0,0,0,0,0
4872,11499057,4182851,1446040,489487,162913,53956,17420,5812,1858,583,164,65,24,6,0,0,0,0,0
4873,11492441,4180889,1445160,489634,162785,53875,17427,5779,1842,579,166,63,21,4,0,0,0,0,0
4874,11485773,4178985,1444418,489493,162784,53965,17487,5860,1839,578,163,63,21,5,0,0,0,0,0
4875,11479354,4177064,1443644,488936,162566,53874,17452,5797,1851,563,158,65,20,5,0,0,0,0,0
4876,11473834,4174667,1442364,488520,162276,53778,17368,5760,1861,577,164,64,22,6,0,0,0,0,0
4877,11465825,4172291,1442642,488668,162489,53810,17423,5813,1857,585,173,66,23,7,0,0,0,0,0
4878,11461675,4169775,1440891,488434,162136,53754,17329,5791,1837,560,163,62,22,7,0,0,0,0,0
4879,11453679,4168459,1440758,487737,162084,53712,17399,5812,1857,579,165,69,22,7,0,0,0,0,0
4880,11446226,4165845,1440206,488026,162314,53853,17326,5754,1850,574,169,66,23,7,0,0,0,0,0
4881,11442271,4163409,1438746,486842,161807,53696,17383,5801,1865,588,172,67,20,5,0,0,0,0,0
4882,11434919,4160996,1438846,487350,162161,53580,17217,5706,1819,557,154,62,19,4,0,0,0,0,0
4883,11428669,4158706,1437973,486682,161774,53642,17364,5766,1853,598,168,60,20,6,0,0,0,0,0
4884,11421844,4156480,1436523,486712,162048,53725,17391,5767,1842,578,168,65,22,4,0,0,0,0,0
4885,11415296,4153895,1436067,486758,162047,53743,17397,5744,1867,584,171,69,21,5,0,0,0,0,0
4886,11408778,4152817,1435665,486073,161697,53550,17299,5749,1847,570,165,62,19,5,0,0,0,0,0
4887,11402587,4149690,1434708,485990,161743,53611,17429,5761,1844,571,160,58,19,4,0,0,0,0,0
4888,11396141,4147615,1433467,485756,161610,53651,17396,5754,1846,566,163,64,18,4,0,0,0,0,0
4889,11389937,4145732,1433203,485205,161417,53371,17318,5779,1857,570,169,66,20,6,0,0,0,0,0
4890,11384563,4143304,1431746,484848,161482,53465,17320,5714,1843,590,176,74,24,6,0,0,0,0,0
4891,11376405,4141135,1432521,484737,161135,53401,17265,5734,1847,571,177,68,20,6,0,0,0,0,0
4892,11370711,4138568,1430302,484762,161378,53463,17285,5733,1850,571,167,66,22,8,0,0,0,0,0
4893,11362829,4136326,1430603,485008,161394,53575,17408,5779,1866,580,165,66,22,6,0,0,0,0,0
4894,11356909,4134488,1429545,484405,161327,53465,17349,5801,1845,573,167,64,22,7,0,0,0,0,0
4895,11351287,4131995,1428506,484136,160916,53290,17244,5740,1861,582,173,64,21,6,0,0,0,0,0
4896,11344139,4129659,1428161,483930,160956,53240,17308,5752,1844,575,163,63,19,6,0,0,0,0,0
4897,11338334,4127603,1426964,483685,160945,53445,17246,5742,1825,556,163,65,20,5,0,0,0,0,0
4898,11331666,4125430,1426134,483420,160925,53415,17324,5772,1840,560,160,62,19,4,0,0,0,0,0
4899,11325753,4123035,1425207,482863,160770,53306,17238,5723,1862,575,159,60,17,5,0,0,0,0,0
4900,11318799,4121153,1424467,482640,160805,53249,17242,5746,1839,585,166,64,19,5,0,0,0,0,0
4901,11312092,4119021,1424019,482893,160585,53210,17299,5784,1846,560,165,63,20,5,0,0,0,0,0
4902,11306569,4116135,1422734,482405,160700,53270,17226,5733,1860,569,165,58,18,5,0,0,0,0,0
4903,11299257,4114047,1422586,482041,160510,53204,17239,5724,1833,570,166,69,24,7,0,0,0,0,0
4904,11293338,4111555,1421686,481914,160364,53182,17238,5761,1860,578,170,65,21,5,0,0,0,0,0
4905,11286534,4109610,1421217,481976,160294,53122,17187,5708,1826,563,170,62,19,6,0,0,0,0,0
4906,11279867,4107577,1420104,481367,160188,53252,17329,5734,1850,580,171,69,21,6,0,0,0,0,0
4907,11271591,4105614,1420136,481622,160366,53084,17137,5719,1843,574,164,59,18,6,0,0,0,0,0
4908,11267709,4102411,1418644,480904,160143,53119,17347,5743,1842,582,161,59,17,6,0,0,0,0,0
4909,11260053,4100223,1418647,481054,160206,53054,17256,5765,1837,571,167,67,21,6,0,0,0,0,0
4910,11254364,4097786,1417847,480227,159990,52987,17214,5693,1807,561,166,66,22,6,0,0,0,0,0
4911,11247926,4095235,1416700,480466,159907,53031,17223,5730,1824,569,159,59,18,5,0,0,0,0,0
4912,11243203,4093628,1415473,479544,159536,52828,17087,5668,1804,582,179,73,19,7,0,0,0,0,0
4913,11234977,4091475,1415230,479747,159738,52906,17124,5704,1811,558,160,62,16,5,0,0,0,0,0
4914,11227931,4089186,1414851,479340,159648,52875,17168,5702,1804,564,159,57,20,5,0,0,0,0,0
4915,11222331,4086049,1413509,479694,159829,52930,17083,5668,1847,580,174,67,23,5,0,0,0,0,0
4916,11216387,4084511,1413040,478812,159323,52768,17139,5666,1810,558,162,64,19,4,0,0,0,0,0
4917,11209008,4081664,1412737,478792,159460,52896,17119,5701,1842,573,167,65,21,6,0,0,0,0,0
4918,11201562,4080196,1411435,478698,159578,52959,17147,5707,1830,577,165,65,19,6,0,0,0,0,0
4919,11196558,4077168,1410645,478591,159474,52837,17097,5649,1842,586,171,75,21,6,0,0,0,0,0
4920,11189334,4075696,1410162,478048,159258,52824,17094,5673,1843,580,165,65,19,5,0,0,0,0,0
4921,11183242,4073124,1408678,477660,159471,52903,17079,5697,1858,569,168,66,19,7,0,0,0,0,0
4922,11176646,4071701,1407990,477391,159012,52679,17090,5704,1828,575,164,66,18,5,0,0,0,0,0
4923,11170162,4068410,1407604,477718,159294,52823,17073,5702,1841,571,167,66,19,4,0,0,0,0,0
4924,11163361,4066403,1407058,477236,158977,52801,17061,5643,1841,587,166,62,19,6,0,0,0,0,0
4925,11156628,4063968,1406260,477194,158921,52597,17132,5697,1820,560,156,58,17,4,0,0,0,0,0
4926,11150965,4061461,1405870,476678,158866,52685,17054,5594,1799,560,163,64,20,6,0,0,0,0,0
4927,11143951,4060298,1404478,476352,158714,52648,17082,5668,1839,589,167,63,19,6,0,0,0,0,0
4928,11138108,4057023,1404001,476072,158547,52578,16972,5647,1844,578,169,65,18,6,0,0,0,0,0
4929,11131794,4055007,1403425,475594,158455,52443,16921,5628,1830,568,165,67,21,5,0,0,0,0,0
4930,11124552,4052841,1402450,475997,158488,52724,17065,5693,1845,584,168,65,23,6,0,0,0,0,0
4931,11118644,4050449,1401887,475460,158298,52410,16904,5616,1786,548,156,61,21,6,0,0,0,0,0
4932,11111223,4049027,1401003,475019,158090,52453,17002,5650,1798,544,157,66,20,5,0,0,0,0,0
4933,11105932,4045726,1400176,474580,158222,52681,17154,5672,1852,580,164,62,20,7,0,0,0,0,0
4934,11098872,4043620,1399719,474558,158221,52503,17035,5671,1837,558,161,60,17,5,0,0,0,0,0
4935,11092621,4040685,1398590,474611,158374,52460,16985,5618,1810,556,163,69,22,6,0,0,0,0,0
4936,11085796,4039072,1398017,474065,157908,52488,17172,5730,1870,578,164,69,20,6,0,0,0,0,0
4937,11080255,4036359,1397484,473783,157979,52327,16987,5616,1806,561,158,63,19,5,0,0,0,0,0
4938,11073286,4034425,1396457,473495,157970,52310,16926,5626,1830,562,153,62,18,6,0,0,0,0,0
4939,11066765,4031933,1395342,473622,157886,52343,16951,5607,1817,572,156,59,18,6,0,0,0,0,0
4940,11059556,4030028,1395438,473423,157771,52352,16977,5658,1821,574,165,61,17,5,0,0,0,0,0
4941,11053399,4027942,1394158,473082,157554,52250,16965,5653,1831,569,164,66,18,4,0,0,0,0,0
4942,11047515,4024652,1393216,472971,157501,52173,17021,5628,1844,580,169,69,22,6,0,0,0,0,0
4943,11040954,4022903,1392973,472366,157330,52251,16973,5616,1810,550,160,57,16,4,0,0,0,0,0
4944,11034504,4020064,1392422,472411,157404,52150,16990,5591,1817,555,165,65,17,4,0,0,0,0,0
4945,11027904,4018423,1390992,472048,157194,52136,16868,5622,1833,579,171,65,20,6,0,0,0,0,0
4946,11021595,4016298,1390306,471580,157114,52032,16951,5565,1803,575,170,63,18,5,0,0,0,0,0
4947,11014484,4014402,1390134,471606,157065,51933,16853,5558,1789,554,163,68,21,5,0,0,0,0,0
4948,11008095,4011827,1388783,471252,157125,52090,16924,5592,1816,576,165,62,17,5,0,0,0,0,0
4949,11002416,4008095,1388643,470539,156909,52208,17069,5661,1825,561,166,66,17,6,0,0,0,0,0
4950,10995001,4007099,1387575,471011,156971,52062,16937,5640,1823,572,164,67,20,5,0,0,0,0,0
4951,10989680,4004781,1386753,470076,156594,51826,16885,5561,1800,566,158,65,20,5,0,0,0,0,0
4952,10981122,4002158,1386142,470588,156928,52161,16997,5634,1851,592,175,71,25,8,0,0,0,0,0
4953,10975389,4000763,1385460,469959,156583,51869,16877,5555,1775,556,165,71,20,6,0,0,0,0,0
4954,10969282,3997879,1384440,470112,156512,51898,16824,5555,1834,587,168,68,19,7,0,0,0,0,0
4955,10962926,3995610,1383934,469303,156230,51798,16839,5589,1790,569,174,69,20,7,0,0,0,0,0
4956,10955802,3993593,1382922,469497,156449,51839,16809,5600,1813,565,164,66,19,6,0,0,0,0,0
4957,10950510,3991061,1381984,469081,156175,51662,16790,5597,1839,595,178,71,24,7,0,0,0,0,0
4958,10943419,3988768,1380988,468907,156244,51805,16866,5564,1822,578,176,72,22,6,0,0,0,0,0
4959,10936252,3986418,1380543,468471,156407,51950,16906,5624,1836,574,166,64,19,6,0,0,0,0,0
4960,10930505,3984424,1379456,468304,156309,51894,16808,5589,1816,579,169,62,17,4,0,0,0,0,0
4961,10923317,3981975,1378879,468159,156314,51848,16852,5598,1812,578,169,66,18,5,0,0,0,0,0
4962,10916780,3979377,1378619,467657,155942,51819,16826,5631,1831,574,177,69,17,5,0,0,0,0,0
4963,10910897,3977972,1376991,467853,155931,51519,16756,5541,1786,569,178,70,17,4,0,0,0,0,0
4964,10904522,3975471,1376366,467217,155615,51560,16846,5607,1839,593,182,72,21,6,0,0,0,0,0
4965,10898061,3972658,1376150,466867,155539,51471,16669,5544,1795,556,165,62,17,5,0,0,0,0,0
4966,10890328,3970620,1375718,466980,155626,51722,16934,5599,1831,560,164,63,16,4,0,0,0,0,0
4967,10884316,3968855,1373932,466775,155791,51666,16733,5542,1795,556,169,65,19,4,0,0,0,0,0
4968,10876577,3965692,1373956,467211,155786,51611,16785,5571,1818,578,177,67,17,5,0,0,0,0,0
4969,10871334,3963176,1373313,466492,155434,51561,16726,5550,1818,577,170,67,19,5,0,0,0,0,0
4970,10865340,3961167,1372299,465806,155350,51604,16742,5563,1799,566,168,64,20,4,0,0,0,0,0
4971,10858408,3958858,1371612,465750,155015,51469,16742,5580,1830,575,178,73,20,6,0,0,0,0,0
4972,10851620,3957308,1370552,465010,155238,51556,16837,5580,1808,561,160,63,17,4,0,0,0,0,0
4973,10845917,3953426,1369816,465816,155332,51528,16737,5561,1806,549,164,64,20,4,0,0,0,0,0
4974,10838244,3952465,1369471,464750,155122,51463,16681,5537,1797,565,164,68,22,6,0,0,0,0,0
4975,10832296,3950045,1368462,464502,154917,51289,16703,5525,1804,570,171,69,22,5,0,0,0,0,0
4976,10826540,3946744,1367919,464571,155000,51431,16650,5499,1784,565,164,67,21,6,0,0,0,0,0
4977,10819137,3945702,1367191,463804,154602,51307,16634,5523,1824,573,172,70,21,7,0,0,0,0,0
